,Country,Country Telugu
8786,Argentina,అర్జెంటీనా
8787,Costa Rica,కోస్టా రికా
8788,,
8789,,
8790,Guinea,గినియా
8791,Argentina,అర్జెంటీనా
8792,,
8793,French Guiana,ఫ్రెంచ్ గియానా
8794,French Guiana,ఫ్రెంచ్ గియానా
8795,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
8796,Australia,ఆస్ట్రేలియా
8797,Myanmar,మయన్మార్
8798,Mauritania,మోర్టియానా
8799,,
8800,Thailand,థాయిలాండ్
8801,,
8802,,
8803,Japan,జపాన్
8804,,
8805,Afghanistan,ఆఫ్ఘనిస్తాన్
8806,,
8807,China,చైనా
8808,,
8809,,
8810,Papua New Guinea,పపువా న్యూ గినియా
8811,Argentina,అర్జెంటీనా
8812,,
8813,,
8814,,
8815,,
8816,Indonesia,ఇండోనేషియా
8817,,
8818,Madagascar,మడగాస్కర్
8819,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
8820,Guatemala,గ్వాటెమాల
8821,Argentina,అర్జెంటీనా
8822,Egypt,ఈజిప్ట్
8823,,
8824,Colombia,కొలంబియా
8825,Ethiopia,ఇథియోపియా
8826,,
8827,Oman,ఒమన్
8828,,
8829,Australia,ఆస్ట్రేలియా
8830,Australia,ఆస్ట్రేలియా
8831,Nepal,నేపాల్
8832,Australia,ఆస్ట్రేలియా
8833,,
8834,Germany,జర్మనీ
8835,Argentina,అర్జెంటీనా
8836,Brazil,బ్రెజిల్
8837,Brazil,బ్రెజిల్
8838,,
8839,Australia,ఆస్ట్రేలియా
8840,"Congo, The Democratic Republic of the","కాంగో, ది డెమొక్రటిక్ రిపబ్లిక్ ఆఫ్ ది"
8841,,
8842,,
8843,French Guiana,ఫ్రెంచ్ గియానా
8844,Argentina,అర్జెంటీనా
8845,Colombia,కొలంబియా
8846,El Salvador,ఎల్ సాల్వడార్
8847,India,భారతదేశం
8848,Argentina,అర్జెంటీనా
8849,Indonesia,ఇండోనేషియా
8850,Argentina,అర్జెంటీనా
8851,Brazil,బ్రెజిల్
8852,,
8853,,
8854,Ethiopia,ఇథియోపియా
8855,Thailand,థాయిలాండ్
8856,El Salvador,ఎల్ సాల్వడార్
8857,Bangladesh,బంగ్లాదేశ్
8858,Myanmar,మయన్మార్
8859,,
8860,French Guiana,ఫ్రెంచ్ గియానా
8861,El Salvador,ఎల్ సాల్వడార్
8862,,
8863,Colombia,కొలంబియా
8864,Costa Rica,కోస్టా రికా
8865,Mexico,మెక్సికో
8866,South Sudan,దక్షిణ సుడాన్
8867,Argentina,అర్జెంటీనా
8868,,
8869,,
8870,France,ఫ్రాన్స్
8871,Indonesia,ఇండోనేషియా
8872,,
8873,French Guiana,ఫ్రెంచ్ గియానా
8874,Nicaragua,నికానోవా
8875,Indonesia,ఇండోనేషియా
8876,Costa Rica,కోస్టా రికా
8877,French Guiana,ఫ్రెంచ్ గియానా
8878,Argentina,అర్జెంటీనా
8879,,
8880,Guinea,గినియా
8881,Australia,ఆస్ట్రేలియా
8882,Bangladesh,బంగ్లాదేశ్
8883,Philippines,ఫిలిప్పీన్స్
8884,Guinea,గినియా
8885,Pakistan,పాకిస్థాన్
8886,Indonesia,ఇండోనేషియా
8887,India,భారతదేశం
8888,,
8889,,
8890,India,భారతదేశం
8891,,
8892,Bangladesh,బంగ్లాదేశ్
8893,India,భారతదేశం
8894,,
8895,South Africa,దక్షిణాఫ్రికా
8896,,
8897,,
8898,,
8899,,
8900,Guinea,గినియా
8901,,
8902,Myanmar,మయన్మార్
8903,Australia,ఆస్ట్రేలియా
8904,Argentina,అర్జెంటీనా
8905,,
8906,,
8907,Mexico,మెక్సికో
8908,Ethiopia,ఇథియోపియా
8909,Australia,ఆస్ట్రేలియా
8910,Brazil,బ్రెజిల్
8911,French Guiana,ఫ్రెంచ్ గియానా
8912,Australia,ఆస్ట్రేలియా
8913,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
8914,Australia,ఆస్ట్రేలియా
8915,Senegal,సెనెగల్
8916,,
8917,,
8918,New Zealand,న్యూజిలాండ్
8919,French Guiana,ఫ్రెంచ్ గియానా
8920,,
8921,,
8922,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
8923,United States,యునైటెడ్ స్టేట్స్
8924,Philippines,ఫిలిప్పీన్స్
8925,Philippines,ఫిలిప్పీన్స్
8926,,
8927,Costa Rica,కోస్టా రికా
8928,El Salvador,ఎల్ సాల్వడార్
8929,Mexico,మెక్సికో
8930,Malawi,మవాలీ
8931,Bangladesh,బంగ్లాదేశ్
8932,Philippines,ఫిలిప్పీన్స్
8933,Ecuador,ఈక్వెడార్
8934,,
8935,Austria,ఆస్ట్రియా
8936,French Guiana,ఫ్రెంచ్ గియానా
8937,Argentina,అర్జెంటీనా
8938,Pakistan,పాకిస్థాన్
8939,Papua New Guinea,పపువా న్యూ గినియా
8940,Colombia,కొలంబియా
8941,Argentina,అర్జెంటీనా
8942,India,భారతదేశం
8943,Bangladesh,బంగ్లాదేశ్
8944,Sri Lanka,శ్రీలంక
8945,Argentina,అర్జెంటీనా
8946,United States,యునైటెడ్ స్టేట్స్
8947,United States,యునైటెడ్ స్టేట్స్
8948,,
8949,,
8950,,
8951,Austria,ఆస్ట్రియా
8952,Sri Lanka,శ్రీలంక
8953,Bangladesh,బంగ్లాదేశ్
8954,,
8955,Mozambique,మొజాంబిక్
8956,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
8957,Australia,ఆస్ట్రేలియా
8958,Argentina,అర్జెంటీనా
8959,Sri Lanka,శ్రీలంక
8960,Sri Lanka,శ్రీలంక
8961,Sri Lanka,శ్రీలంక
8962,Sri Lanka,శ్రీలంక
8963,Sri Lanka,శ్రీలంక
8964,Sri Lanka,శ్రీలంక
8965,Sri Lanka,శ్రీలంక
8966,Sri Lanka,శ్రీలంక
8967,Sri Lanka,శ్రీలంక
8968,Sri Lanka,శ్రీలంక
8969,Sri Lanka,శ్రీలంక
8970,Sri Lanka,శ్రీలంక
8971,Sri Lanka,శ్రీలంక
8972,Sri Lanka,శ్రీలంక
8973,,
8974,Sri Lanka,శ్రీలంక
8975,Sri Lanka,శ్రీలంక
8976,Sri Lanka,శ్రీలంక
8977,,
8978,,
8979,Australia,ఆస్ట్రేలియా
8980,Colombia,కొలంబియా
8981,South Africa,దక్షిణాఫ్రికా
8982,Ecuador,ఈక్వెడార్
8983,,
8984,South Sudan,దక్షిణ సుడాన్
8985,Brazil,బ్రెజిల్
8986,Papua New Guinea,పపువా న్యూ గినియా
8987,South Sudan,దక్షిణ సుడాన్
8988,Colombia,కొలంబియా
8989,,
8990,Argentina,అర్జెంటీనా
8991,,
8992,,
8993,,
8994,,
8995,,
8996,,
8997,,
8998,India,భారతదేశం
8999,Pitcairn,పిట్కెయిర్న్
9000,Kazakhstan,కజాఖ్స్తాన్
9001,Mozambique,మొజాంబిక్
9002,,
9003,,
9004,,
9005,Brazil,బ్రెజిల్
9006,New Zealand,న్యూజిలాండ్
9007,,
9008,Dominican Republic,డొమినికన్ రిపబ్లిక్
9009,Ethiopia,ఇథియోపియా
9010,Philippines,ఫిలిప్పీన్స్
9011,Indonesia,ఇండోనేషియా
9012,South Sudan,దక్షిణ సుడాన్
9013,Colombia,కొలంబియా
9014,Guinea,గినియా
9015,Argentina,అర్జెంటీనా
9016,French Guiana,ఫ్రెంచ్ గియానా
9017,,
9018,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9019,Argentina,అర్జెంటీనా
9020,,
9021,Argentina,అర్జెంటీనా
9022,Ecuador,ఈక్వెడార్
9023,Indonesia,ఇండోనేషియా
9024,Australia,ఆస్ట్రేలియా
9025,,
9026,Brazil,బ్రెజిల్
9027,Colombia,కొలంబియా
9028,United States,యునైటెడ్ స్టేట్స్
9029,Chile,చిలీ
9030,Philippines,ఫిలిప్పీన్స్
9031,Indonesia,ఇండోనేషియా
9032,,
9033,,
9034,Bangladesh,బంగ్లాదేశ్
9035,Costa Rica,కోస్టా రికా
9036,Bangladesh,బంగ్లాదేశ్
9037,,
9038,,
9039,Colombia,కొలంబియా
9040,Costa Rica,కోస్టా రికా
9041,Costa Rica,కోస్టా రికా
9042,Thailand,థాయిలాండ్
9043,,
9044,Papua New Guinea,పపువా న్యూ గినియా
9045,Guinea,గినియా
9046,,
9047,New Caledonia,న్యూ కాలెడోనియా
9048,,
9049,Afghanistan,ఆఫ్ఘనిస్తాన్
9050,China,చైనా
9051,Costa Rica,కోస్టా రికా
9052,,
9053,,
9054,,
9055,Colombia,కొలంబియా
9056,United Arab Emirates,యునైటెడ్ అరబ్ ఎమిరేట్స్
9057,Bangladesh,బంగ్లాదేశ్
9058,Costa Rica,కోస్టా రికా
9059,,
9060,,
9061,Papua New Guinea,పపువా న్యూ గినియా
9062,,
9063,Indonesia,ఇండోనేషియా
9064,Brazil,బ్రెజిల్
9065,Colombia,కొలంబియా
9066,Myanmar,మయన్మార్
9067,Argentina,అర్జెంటీనా
9068,Peru,పెరూ
9069,Colombia,కొలంబియా
9070,Afghanistan,ఆఫ్ఘనిస్తాన్
9071,India,భారతదేశం
9072,South Sudan,దక్షిణ సుడాన్
9073,,
9074,,
9075,,
9076,Argentina,అర్జెంటీనా
9077,,
9078,Ethiopia,ఇథియోపియా
9079,,
9080,Colombia,కొలంబియా
9081,Pakistan,పాకిస్థాన్
9082,,
9083,,
9084,Peru,పెరూ
9085,Australia,ఆస్ట్రేలియా
9086,Philippines,ఫిలిప్పీన్స్
9087,Australia,ఆస్ట్రేలియా
9088,Australia,ఆస్ట్రేలియా
9089,Myanmar,మయన్మార్
9090,,
9091,,
9092,Brazil,బ్రెజిల్
9093,New Caledonia,న్యూ కాలెడోనియా
9094,India,భారతదేశం
9095,Australia,ఆస్ట్రేలియా
9096,Philippines,ఫిలిప్పీన్స్
9097,Thailand,థాయిలాండ్
9098,Mexico,మెక్సికో
9099,,
9100,,
9101,Brazil,బ్రెజిల్
9102,Argentina,అర్జెంటీనా
9103,,
9104,Colombia,కొలంబియా
9105,Colombia,కొలంబియా
9106,Philippines,ఫిలిప్పీన్స్
9107,Colombia,కొలంబియా
9108,Brazil,బ్రెజిల్
9109,Burundi,బుర్గుండి
9110,,
9111,Costa Rica,కోస్టా రికా
9112,,
9113,,
9114,Panama,పనామా
9115,Colombia,కొలంబియా
9116,Argentina,అర్జెంటీనా
9117,,
9118,Argentina,అర్జెంటీనా
9119,Philippines,ఫిలిప్పీన్స్
9120,South Africa,దక్షిణాఫ్రికా
9121,Australia,ఆస్ట్రేలియా
9122,Ethiopia,ఇథియోపియా
9123,,
9124,,
9125,,
9126,Mexico,మెక్సికో
9127,Colombia,కొలంబియా
9128,French Guiana,ఫ్రెంచ్ గియానా
9129,,
9130,Indonesia,ఇండోనేషియా
9131,Kenya,కెన్యా
9132,Peru,పెరూ
9133,Peru,పెరూ
9134,Philippines,ఫిలిప్పీన్స్
9135,Costa Rica,కోస్టా రికా
9136,Colombia,కొలంబియా
9137,Mexico,మెక్సికో
9138,Argentina,అర్జెంటీనా
9139,,
9140,,
9141,Madagascar,మడగాస్కర్
9142,,
9143,China,చైనా
9144,,
9145,El Salvador,ఎల్ సాల్వడార్
9146,Australia,ఆస్ట్రేలియా
9147,Colombia,కొలంబియా
9148,,
9149,South Sudan,దక్షిణ సుడాన్
9150,,
9151,,
9152,Mexico,మెక్సికో
9153,New Zealand,న్యూజిలాండ్
9154,New Zealand,న్యూజిలాండ్
9155,Madagascar,మడగాస్కర్
9156,Madagascar,మడగాస్కర్
9157,,
9158,,
9159,,
9160,,
9161,Sudan,సుడాన్
9162,,
9163,,
9164,,
9165,Indonesia,ఇండోనేషియా
9166,,
9167,,
9168,Indonesia,ఇండోనేషియా
9169,Indonesia,ఇండోనేషియా
9170,Indonesia,ఇండోనేషియా
9171,,
9172,Indonesia,ఇండోనేషియా
9173,Indonesia,ఇండోనేషియా
9174,Indonesia,ఇండోనేషియా
9175,Indonesia,ఇండోనేషియా
9176,Indonesia,ఇండోనేషియా
9177,Indonesia,ఇండోనేషియా
9178,Indonesia,ఇండోనేషియా
9179,Indonesia,ఇండోనేషియా
9180,Indonesia,ఇండోనేషియా
9181,Indonesia,ఇండోనేషియా
9182,Indonesia,ఇండోనేషియా
9183,Netherlands,నెదర్లాండ్స్
9184,Indonesia,ఇండోనేషియా
9185,Indonesia,ఇండోనేషియా
9186,Indonesia,ఇండోనేషియా
9187,Indonesia,ఇండోనేషియా
9188,,
9189,Indonesia,ఇండోనేషియా
9190,Indonesia,ఇండోనేషియా
9191,Indonesia,ఇండోనేషియా
9192,Indonesia,ఇండోనేషియా
9193,India,భారతదేశం
9194,,
9195,Indonesia,ఇండోనేషియా
9196,,
9197,Argentina,అర్జెంటీనా
9198,Philippines,ఫిలిప్పీన్స్
9199,United States,యునైటెడ్ స్టేట్స్
9200,Colombia,కొలంబియా
9201,Brazil,బ్రెజిల్
9202,Russian Federation,రష్యన్ ఫెడరేషన్
9203,Philippines,ఫిలిప్పీన్స్
9204,,
9205,,
9206,Cambodia,కంబోడియా
9207,,
9208,,
9209,Costa Rica,కోస్టా రికా
9210,Ecuador,ఈక్వెడార్
9211,Indonesia,ఇండోనేషియా
9212,Costa Rica,కోస్టా రికా
9213,Brazil,బ్రెజిల్
9214,,
9215,Guinea,గినియా
9216,Philippines,ఫిలిప్పీన్స్
9217,,
9218,Philippines,ఫిలిప్పీన్స్
9219,Philippines,ఫిలిప్పీన్స్
9220,,
9221,,
9222,Indonesia,ఇండోనేషియా
9223,Indonesia,ఇండోనేషియా
9224,Indonesia,ఇండోనేషియా
9225,Indonesia,ఇండోనేషియా
9226,,
9227,Indonesia,ఇండోనేషియా
9228,Indonesia,ఇండోనేషియా
9229,,
9230,Indonesia,ఇండోనేషియా
9231,Indonesia,ఇండోనేషియా
9232,,
9233,Indonesia,ఇండోనేషియా
9234,,
9235,,
9236,,
9237,Indonesia,ఇండోనేషియా
9238,,
9239,,
9240,Mexico,మెక్సికో
9241,,
9242,South Sudan,దక్షిణ సుడాన్
9243,,
9244,New Caledonia,న్యూ కాలెడోనియా
9245,,
9246,,
9247,Philippines,ఫిలిప్పీన్స్
9248,Indonesia,ఇండోనేషియా
9249,Indonesia,ఇండోనేషియా
9250,,
9251,Indonesia,ఇండోనేషియా
9252,Indonesia,ఇండోనేషియా
9253,Indonesia,ఇండోనేషియా
9254,Indonesia,ఇండోనేషియా
9255,Indonesia,ఇండోనేషియా
9256,,
9257,Indonesia,ఇండోనేషియా
9258,,
9259,,
9260,Australia,ఆస్ట్రేలియా
9261,Philippines,ఫిలిప్పీన్స్
9262,Indonesia,ఇండోనేషియా
9263,Ecuador,ఈక్వెడార్
9264,Indonesia,ఇండోనేషియా
9265,Australia,ఆస్ట్రేలియా
9266,,
9267,Australia,ఆస్ట్రేలియా
9268,Australia,ఆస్ట్రేలియా
9269,Papua New Guinea,పపువా న్యూ గినియా
9270,,
9271,,
9272,Colombia,కొలంబియా
9273,Ecuador,ఈక్వెడార్
9274,Canada,కెనడా
9275,,
9276,Argentina,అర్జెంటీనా
9277,Kenya,కెన్యా
9278,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9279,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9280,Ethiopia,ఇథియోపియా
9281,South Africa,దక్షిణాఫ్రికా
9282,,
9283,,
9284,Argentina,అర్జెంటీనా
9285,,
9286,Argentina,అర్జెంటీనా
9287,,
9288,,
9289,United States,యునైటెడ్ స్టేట్స్
9290,Colombia,కొలంబియా
9291,Mexico,మెక్సికో
9292,Gabon,గాబన్
9293,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
9294,Bangladesh,బంగ్లాదేశ్
9295,,
9296,New Zealand,న్యూజిలాండ్
9297,,
9298,,
9299,Georgia,జార్జియా
9300,Kazakhstan,కజాఖ్స్తాన్
9301,,
9302,,
9303,Australia,ఆస్ట్రేలియా
9304,China,చైనా
9305,,
9306,,
9307,,
9308,,
9309,,
9310,China,చైనా
9311,,
9312,,
9313,India,భారతదేశం
9314,India,భారతదేశం
9315,Afghanistan,ఆఫ్ఘనిస్తాన్
9316,,
9317,,
9318,China,చైనా
9319,Papua New Guinea,పపువా న్యూ గినియా
9320,Philippines,ఫిలిప్పీన్స్
9321,Philippines,ఫిలిప్పీన్స్
9322,Mozambique,మొజాంబిక్
9323,Colombia,కొలంబియా
9324,Colombia,కొలంబియా
9325,,
9326,Colombia,కొలంబియా
9327,South Sudan,దక్షిణ సుడాన్
9328,,
9329,Peru,పెరూ
9330,Peru,పెరూ
9331,Papua New Guinea,పపువా న్యూ గినియా
9332,Papua New Guinea,పపువా న్యూ గినియా
9333,,
9334,,
9335,,
9336,French Polynesia,ఫ్రెంచ్ పాలినేషియా
9337,French Polynesia,ఫ్రెంచ్ పాలినేషియా
9338,Tonga,తూంగా
9339,,
9340,French Polynesia,ఫ్రెంచ్ పాలినేషియా
9341,French Polynesia,ఫ్రెంచ్ పాలినేషియా
9342,,
9343,Bangladesh,బంగ్లాదేశ్
9344,Kenya,కెన్యా
9345,Kenya,కెన్యా
9346,South Sudan,దక్షిణ సుడాన్
9347,Kenya,కెన్యా
9348,,
9349,,
9350,,
9351,,
9352,,
9353,,
9354,,
9355,Mali,మాలి
9356,,
9357,,
9358,,
9359,Mali,మాలి
9360,,
9361,,
9362,,
9363,Costa Rica,కోస్టా రికా
9364,,
9365,Indonesia,ఇండోనేషియా
9366,Indonesia,ఇండోనేషియా
9367,,
9368,Indonesia,ఇండోనేషియా
9369,Indonesia,ఇండోనేషియా
9370,Indonesia,ఇండోనేషియా
9371,,
9372,Chile,చిలీ
9373,Mexico,మెక్సికో
9374,Mexico,మెక్సికో
9375,South Africa,దక్షిణాఫ్రికా
9376,Somalia,సోమాలియా
9377,Colombia,కొలంబియా
9378,Indonesia,ఇండోనేషియా
9379,Mali,మాలి
9380,Indonesia,ఇండోనేషియా
9381,,
9382,Puerto Rico,ప్యూర్టో రికో
9383,Indonesia,ఇండోనేషియా
9384,,
9385,Indonesia,ఇండోనేషియా
9386,Indonesia,ఇండోనేషియా
9387,,
9388,Indonesia,ఇండోనేషియా
9389,Vanuatu,వనౌటు
9390,Vanuatu,వనౌటు
9391,Zambia,జాంబియా
9392,,
9393,Brazil,బ్రెజిల్
9394,Brazil,బ్రెజిల్
9395,Brazil,బ్రెజిల్
9396,China,చైనా
9397,,
9398,Australia,ఆస్ట్రేలియా
9399,,
9400,,
9401,Colombia,కొలంబియా
9402,,
9403,Kenya,కెన్యా
9404,Germany,జర్మనీ
9405,Philippines,ఫిలిప్పీన్స్
9406,Colombia,కొలంబియా
9407,India,భారతదేశం
9408,Bangladesh,బంగ్లాదేశ్
9409,Australia,ఆస్ట్రేలియా
9410,Papua New Guinea,పపువా న్యూ గినియా
9411,,
9412,Mongolia,మంగోలియా
9413,Guinea,గినియా
9414,Argentina,అర్జెంటీనా
9415,Indonesia,ఇండోనేషియా
9416,Sri Lanka,శ్రీలంక
9417,Colombia,కొలంబియా
9418,,
9419,Argentina,అర్జెంటీనా
9420,Papua New Guinea,పపువా న్యూ గినియా
9421,Colombia,కొలంబియా
9422,Philippines,ఫిలిప్పీన్స్
9423,,
9424,India,భారతదేశం
9425,Argentina,అర్జెంటీనా
9426,Costa Rica,కోస్టా రికా
9427,Costa Rica,కోస్టా రికా
9428,Mexico,మెక్సికో
9429,Costa Rica,కోస్టా రికా
9430,French Guiana,ఫ్రెంచ్ గియానా
9431,Australia,ఆస్ట్రేలియా
9432,Argentina,అర్జెంటీనా
9433,Costa Rica,కోస్టా రికా
9434,Costa Rica,కోస్టా రికా
9435,,
9436,Argentina,అర్జెంటీనా
9437,Argentina,అర్జెంటీనా
9438,Dominican Republic,డొమినికన్ రిపబ్లిక్
9439,Argentina,అర్జెంటీనా
9440,,
9441,Colombia,కొలంబియా
9442,Costa Rica,కోస్టా రికా
9443,,
9444,,
9445,,
9446,Saudi Arabia,సౌదీ అరేబియా
9447,Argentina,అర్జెంటీనా
9448,,
9449,Malaysia,మలేషియా
9450,Myanmar,మయన్మార్
9451,Solomon Islands,సోలమన్ దీవులు
9452,Argentina,అర్జెంటీనా
9453,Spain,స్పెయిన్
9454,Indonesia,ఇండోనేషియా
9455,,
9456,Guyana,గయానా
9457,Brazil,బ్రెజిల్
9458,,
9459,,
9460,Brazil,బ్రెజిల్
9461,Brazil,బ్రెజిల్
9462,Brazil,బ్రెజిల్
9463,Guyana,గయానా
9464,Brazil,బ్రెజిల్
9465,,
9466,,
9467,Brazil,బ్రెజిల్
9468,Brazil,బ్రెజిల్
9469,Brazil,బ్రెజిల్
9470,,
9471,,
9472,Sierra Leone,సియెర్రా లియోన్
9473,Madagascar,మడగాస్కర్
9474,Senegal,సెనెగల్
9475,,
9476,Costa Rica,కోస్టా రికా
9477,Indonesia,ఇండోనేషియా
9478,,
9479,Australia,ఆస్ట్రేలియా
9480,,
9481,,
9482,Guinea,గినియా
9483,Indonesia,ఇండోనేషియా
9484,Côte d'Ivoire,కోట్ డి'ఇవోవర్
9485,United States,యునైటెడ్ స్టేట్స్
9486,,
9487,,
9488,Peru,పెరూ
9489,,
9490,United States,యునైటెడ్ స్టేట్స్
9491,Greenland,గ్రీన్ ల్యాండ్
9492,Argentina,అర్జెంటీనా
9493,Colombia,కొలంబియా
9494,Cameroon,కామెరూన్
9495,Argentina,అర్జెంటీనా
9496,,
9497,Turks and Caicos Islands,టర్క్స్ మరియు కాసికోస్ ద్వీపాలు
9498,Mongolia,మంగోలియా
9499,,
9500,Costa Rica,కోస్టా రికా
9501,Mexico,మెక్సికో
9502,Chile,చిలీ
9503,South Africa,దక్షిణాఫ్రికా
9504,Madagascar,మడగాస్కర్
9505,China,చైనా
9506,Ecuador,ఈక్వెడార్
9507,,
9508,Argentina,అర్జెంటీనా
9509,Peru,పెరూ
9510,Peru,పెరూ
9511,Brazil,బ్రెజిల్
9512,China,చైనా
9513,,
9514,Costa Rica,కోస్టా రికా
9515,,
9516,French Guiana,ఫ్రెంచ్ గియానా
9517,,
9518,Mozambique,మొజాంబిక్
9519,China,చైనా
9520,Pakistan,పాకిస్థాన్
9521,,
9522,India,భారతదేశం
9523,China,చైనా
9524,,
9525,,
9526,,
9527,,
9528,,
9529,,
9530,Bangladesh,బంగ్లాదేశ్
9531,Thailand,థాయిలాండ్
9532,Bangladesh,బంగ్లాదేశ్
9533,Bangladesh,బంగ్లాదేశ్
9534,Argentina,అర్జెంటీనా
9535,,
9536,Costa Rica,కోస్టా రికా
9537,,
9538,,
9539,Australia,ఆస్ట్రేలియా
9540,,
9541,,
9542,,
9543,,
9544,,
9545,,
9546,,
9547,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
9548,South Africa,దక్షిణాఫ్రికా
9549,South Sudan,దక్షిణ సుడాన్
9550,,
9551,,
9552,French Guiana,ఫ్రెంచ్ గియానా
9553,Guinea,గినియా
9554,,
9555,Peru,పెరూ
9556,Ecuador,ఈక్వెడార్
9557,,
9558,Colombia,కొలంబియా
9559,,
9560,Colombia,కొలంబియా
9561,,
9562,El Salvador,ఎల్ సాల్వడార్
9563,Indonesia,ఇండోనేషియా
9564,Indonesia,ఇండోనేషియా
9565,Sierra Leone,సియెర్రా లియోన్
9566,Colombia,కొలంబియా
9567,Colombia,కొలంబియా
9568,,
9569,Wallis and Futuna,వాలీస్ మరియు ఫ్యూటానా
9570,Tonga,తూంగా
9571,Australia,ఆస్ట్రేలియా
9572,Australia,ఆస్ట్రేలియా
9573,Colombia,కొలంబియా
9574,Tonga,తూంగా
9575,,
9576,Brazil,బ్రెజిల్
9577,Australia,ఆస్ట్రేలియా
9578,South Sudan,దక్షిణ సుడాన్
9579,Madagascar,మడగాస్కర్
9580,Chile,చిలీ
9581,Guinea,గినియా
9582,Costa Rica,కోస్టా రికా
9583,Guinea,గినియా
9584,Papua New Guinea,పపువా న్యూ గినియా
9585,Australia,ఆస్ట్రేలియా
9586,,
9587,Colombia,కొలంబియా
9588,Colombia,కొలంబియా
9589,,
9590,Mexico,మెక్సికో
9591,United States,యునైటెడ్ స్టేట్స్
9592,,
9593,South Africa,దక్షిణాఫ్రికా
9594,,
9595,Solomon Islands,సోలమన్ దీవులు
9596,,
9597,Canada,కెనడా
9598,Mexico,మెక్సికో
9599,Mexico,మెక్సికో
9600,Ecuador,ఈక్వెడార్
9601,,
9602,United States,యునైటెడ్ స్టేట్స్
9603,,
9604,Puerto Rico,ప్యూర్టో రికో
9605,Burundi,బుర్గుండి
9606,Ecuador,ఈక్వెడార్
9607,,
9608,Philippines,ఫిలిప్పీన్స్
9609,Peru,పెరూ
9610,United States,యునైటెడ్ స్టేట్స్
9611,Colombia,కొలంబియా
9612,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9613,Turkey,టర్కీ
9614,,
9615,,
9616,,
9617,Mongolia,మంగోలియా
9618,Saudi Arabia,సౌదీ అరేబియా
9619,Japan,జపాన్
9620,Western Sahara,వెస్ట్రన్ సహారా
9621,,
9622,Brazil,బ్రెజిల్
9623,,
9624,,
9625,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9626,Mexico,మెక్సికో
9627,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
9628,Argentina,అర్జెంటీనా
9629,Costa Rica,కోస్టా రికా
9630,Papua New Guinea,పపువా న్యూ గినియా
9631,,
9632,Guinea,గినియా
9633,Spain,స్పెయిన్
9634,South Africa,దక్షిణాఫ్రికా
9635,,
9636,Kenya,కెన్యా
9637,Chile,చిలీ
9638,Peru,పెరూ
9639,,
9640,,
9641,,
9642,French Polynesia,ఫ్రెంచ్ పాలినేషియా
9643,Argentina,అర్జెంటీనా
9644,Argentina,అర్జెంటీనా
9645,,
9646,Brazil,బ్రెజిల్
9647,,
9648,Mexico,మెక్సికో
9649,,
9650,,
9651,Argentina,అర్జెంటీనా
9652,Colombia,కొలంబియా
9653,,
9654,Colombia,కొలంబియా
9655,Cameroon,కామెరూన్
9656,Ecuador,ఈక్వెడార్
9657,Ecuador,ఈక్వెడార్
9658,Ecuador,ఈక్వెడార్
9659,,
9660,Peru,పెరూ
9661,,
9662,,
9663,,
9664,,
9665,Afghanistan,ఆఫ్ఘనిస్తాన్
9666,,
9667,,
9668,,
9669,Colombia,కొలంబియా
9670,Philippines,ఫిలిప్పీన్స్
9671,Colombia,కొలంబియా
9672,Australia,ఆస్ట్రేలియా
9673,Colombia,కొలంబియా
9674,El Salvador,ఎల్ సాల్వడార్
9675,,
9676,Thailand,థాయిలాండ్
9677,Ecuador,ఈక్వెడార్
9678,,
9679,Mexico,మెక్సికో
9680,Indonesia,ఇండోనేషియా
9681,Ireland,ఐర్లాండ్
9682,Argentina,అర్జెంటీనా
9683,Colombia,కొలంబియా
9684,Argentina,అర్జెంటీనా
9685,,
9686,Mongolia,మంగోలియా
9687,Madagascar,మడగాస్కర్
9688,Colombia,కొలంబియా
9689,Colombia,కొలంబియా
9690,Afghanistan,ఆఫ్ఘనిస్తాన్
9691,,
9692,,
9693,,
9694,,
9695,India,భారతదేశం
9696,,
9697,,
9698,,
9699,,
9700,,
9701,Mozambique,మొజాంబిక్
9702,,
9703,,
9704,,
9705,,
9706,Brazil,బ్రెజిల్
9707,Argentina,అర్జెంటీనా
9708,Honduras,హోండురాస్
9709,,
9710,,
9711,Colombia,కొలంబియా
9712,,
9713,Argentina,అర్జెంటీనా
9714,Philippines,ఫిలిప్పీన్స్
9715,Colombia,కొలంబియా
9716,,
9717,Mexico,మెక్సికో
9718,Peru,పెరూ
9719,Pakistan,పాకిస్థాన్
9720,,
