,Common Name,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Regions,Subcontinents,Group name,Islands,Introduced Countries,Subclass,Infraclass,Superorder,Suborder,Subfamily,Oceans,Seas,Tribe,SUBSPECIES OF
0,puna-yellow-finch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis lutea,South America,"Chile,","Grassland,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Puna_yellow_finch,https://www.iucnredlist.org/species/22723311/94811733",https://animalia.bio/puna-yellow-finch/,,,,,,,,,,,,,,
0,purple-cochoa,Animalia,Chordata,Aves,Passeriformes,Turdidae,Cochoa,Cochoa purpurea,Asia,"China,","Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Purple_cochoa,https://www.iucnredlist.org/species/22710144/94236723,https://xeno-canto.org/18927",https://animalia.bio/purple-cochoa/,,,,,,,,,,,,,,
0,purple-finch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous purpureus,North America,"Mexico,","Anthropogenic biome,Forest,Urban wildlife","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Purple_finch,https://www.iucnredlist.org/species/22720553/94672558,https://xeno-canto.org/691786",https://animalia.bio/purple-finch/,"Canada,",,,,,,,,,Carduelinae,,,,
0,purple-gallinule,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinicus,"North America,","Caribbean Islands,","Lakes,Wetlands,Freshwater,Marsh","Semiaquatic, ,Wading birds, ,Shorebirds, ,Precocial, ,Terrestrial, ,Oviparous","Partially migrant, ,Migrating","https://en.wikipedia.org/wiki/American_purple_gallinule,https://www.iucnredlist.org/species/22692827/93371309",https://animalia.bio/purple-gallinule/,,South America,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,purple-grenadier,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Granatina,Granatina ianthinogaster,Africa,"Ethiopia,",Shrubland,,,"https://en.wikipedia.org/wiki/Purple_grenadier,https://www.iucnredlist.org/species/22719504/94630724",https://animalia.bio/purple-grenadier/,,,,,,,,,,,,,,
0,purple-heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea purpurea,"Europe,","Asia,","Brackish water,Coastal,Freshwater,Lakes,Rivers,Swamp,Wetlands,Forest,Intertidal zone,Shrubland,Marine,Mangrove,Marsh","Arboreal, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Altricial, ,Soaring, ,Ambush predator, ,Wading bird",Partial Migrant,"https://en.wikipedia.org/wiki/Purple_heron,https://www.iucnredlist.org/species/22697031/154816177,https://xeno-canto.org/678821",https://animalia.bio/purple-heron/,Africa,,,"China,",,Neornithes,Neognathae,Neoaves,,,,,,
0,purple-honeycreeper,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes caeruleus,"South America,",North America,"Anthropogenic biome,Forest,Agricultural,Rainforest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Purple_honeycreeper,https://www.iucnredlist.org/species/22723009/94798741,https://xeno-canto.org/693459",https://animalia.bio/purple-honeycreeper/,"Trinidad and Tobago,",,,,,,,,,,,,,
0,purple-indigobird,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua purpurascens,Africa,"South Africa,","Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Purple_indigobird,https://www.iucnredlist.org/species/22719962/94653400,https://xeno-canto.org/699722",https://animalia.bio/purple-indigobird/,,,,,,,,,,,,,,
0,purple-martin,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne subis,"North America,","Caribbean Islands,","Temperate broadleaf and mixed forest,Tropical dry forest,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Wetlands,Shrubland,Agricultural,Anthropogenic biome,Bog,Desert,Forest,Lakes,Marsh,Mountains,Riparian,Rivers,Grassland,Suburban,Swamp,Temporary pools,Freshwater","Arboreal, ,Gliding, ,Altricial, ,Terrestrial, ,Territorial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Purple_martin,https://www.iucnredlist.org/species/22712098/94319217,https://xeno-canto.org/691787",https://animalia.bio/purple-martin/,,South America,"circlage, flight, gulp, richness, swoop",,,,,,,,,,,
0,purple-needletail,Animalia,Chordata,Aves,Apodiformes,Apodidae,Hirundapus,Hirundapus celebensis,Asia,"Indonesia,","Forest,Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Purple_needletail,https://www.iucnredlist.org/species/22686690/93122355",https://animalia.bio/purple-needletail/,,,,,,,,,,,,,,
0,purple-quaildove,,,,,,,,,,,,,,https://animalia.bio/purple-quaildove/,,,,,,,,,,,,,,
0,purple-roller,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias naevius,Africa,"South Africa,","Freshwater,Anthropogenic biome,Grassland,Rocky areas,Savanna,Shrubland","Terrestrial, ,Oviparous, ,Territorial",Migrating,"https://en.wikipedia.org/wiki/Purple_roller,https://www.iucnredlist.org/species/22682892/92967155,https://xeno-canto.org/358271",https://animalia.bio/purple-roller/,"Angola,",,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,purple-sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris maritima,"North America,","Europe,","Coastal,Tundra,Freshwater,Grassland,Intertidal zone,Rocky areas,Wetlands,Marine","Jumping, ,Terrestrial, ,Territorial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Migrating,"https://en.wikipedia.org/wiki/Purple_sandpiper,https://www.iucnredlist.org/species/22693420/131929424,https://xeno-canto.org/702636",https://animalia.bio/purple-sandpiper/,Asia,,,,,,,,,,,,,
0,purple-starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis purpureus,Africa,"Benin,","Freshwater,Anthropogenic biome,Savanna,Shrubland,Forest,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Purple_starling,https://www.iucnredlist.org/species/22710668/132089272,https://xeno-canto.org/690788",https://animalia.bio/purple-starling/,,,,,,,,,,,,,,
0,purple-sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris asiaticus,Asia,"China,","Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands,Urban wildlife,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Purple_sunbird,https://www.iucnredlist.org/species/22717855/155489800,https://xeno-canto.org/685137",https://animalia.bio/purple-sunbird/,,,,,,,,,,,,,,
0,purplebacked-fairywren,,,,,,,,,,,,,,https://animalia.bio/purplebacked-fairywren/,,,,,,,,,,,,,,
0,purplebacked-sunbeam,,,,,,,,,,,,,,https://animalia.bio/purplebacked-sunbeam/,,,,,,,,,,,,,,
0,purplebacked-thornbill,,,,,,,,,,,,,,https://animalia.bio/purplebacked-thornbill/,,,,,,,,,,,,,,
0,purplebanded-sunbird,,,,,,,,,,,,,,https://animalia.bio/purplebanded-sunbird/,,,,,,,,,,,,,,
0,purplebearded-beeeater,,,,,,,,,,,,,,https://animalia.bio/purplebearded-beeeater/,,,,,,,,,,,,,,
0,purplebellied-lory,,,,,,,,,,,,,,https://animalia.bio/purplebellied-lory/,,,,,,,,,,,,,,
0,purplebibbed-whitetip,,,,,,,,,,,,,,https://animalia.bio/purplebibbed-whitetip/,,,,,,,,,,,,,,
0,purplebreasted-cotinga,,,,,,,,,,,,,,https://animalia.bio/purplebreasted-cotinga/,,,,,,,,,,,,,,
0,purplebreasted-sunbird,,,,,,,,,,,,,,https://animalia.bio/purplebreasted-sunbird/,,,,,,,,,,,,,,
0,purplecapped-fruit-dove,,,,,,,,,,,,,,https://animalia.bio/purplecapped-fruit-dove/,,,,,,,,,,,,,,
0,purplechested-hummingbird,,,,,,,,,,,,,,https://animalia.bio/purplechested-hummingbird/,,,,,,,,,,,,,,
0,purplecollared-woodstar,,,,,,,,,,,,,,https://animalia.bio/purplecollared-woodstar/,,,,,,,,,,,,,,
0,purplecrested-turaco,,,,,,,,,,,,,,https://animalia.bio/purplecrested-turaco/,,,,,,,,,,,,,,
0,purplecrowned-fairy,,,,,,,,,,,,,,https://animalia.bio/purplecrowned-fairy/,,,,,,,,,,,,,,
0,purplecrowned-fairywren,,,,,,,,,,,,,,https://animalia.bio/purplecrowned-fairywren/,,,,,,,,,,,,,,
0,purplecrowned-lorikeet,,,,,,,,,,,,,,https://animalia.bio/purplecrowned-lorikeet/,,,,,,,,,,,,,,
0,purplecrowned-plovercrest,,,,,,,,,,,,,,https://animalia.bio/purplecrowned-plovercrest/,,,,,,,,,,,,,,
0,purplegaped-honeyeater,,,,,,,,,,,,,,https://animalia.bio/purplegaped-honeyeater/,,,,,,,,,,,,,,
0,purpleheaded-starling,,,,,,,,,,,,,,https://animalia.bio/purpleheaded-starling/,,,,,,,,,,,,,,
0,purplenaped-lory,,,,,,,,,,,,,,https://animalia.bio/purplenaped-lory/,,,,,,,,,,,,,,
0,purplenaped-sunbird,,,,,,,,,,,,,,https://animalia.bio/purplenaped-sunbird/,,,,,,,,,,,,,,
0,purplerumped-sunbird,,,,,,,,,,,,,,https://animalia.bio/purplerumped-sunbird/,,,,,,,,,,,,,,
0,purpletailed-imperial-pigeon,,,,,,,,,,,,,,https://animalia.bio/purpletailed-imperial-pigeon/,,,,,,,,,,,,,,
0,purplethroated-carib,,,,,,,,,,,,,,https://animalia.bio/purplethroated-carib/,,,,,,,,,,,,,,
0,purplethroated-cotinga,,,,,,,,,,,,,,https://animalia.bio/purplethroated-cotinga/,,,,,,,,,,,,,,
0,purplethroated-cuckooshrike,,,,,,,,,,,,,,https://animalia.bio/purplethroated-cuckooshrike/,,,,,,,,,,,,,,
0,purplethroated-euphonia,,,,,,,,,,,,,,https://animalia.bio/purplethroated-euphonia/,,,,,,,,,,,,,,
0,purplethroated-fruitcrow,,,,,,,,,,,,,,https://animalia.bio/purplethroated-fruitcrow/,,,,,,,,,,,,,,
0,purplethroated-mountaingem,,,,,,,,,,,,,,https://animalia.bio/purplethroated-mountaingem/,,,,,,,,,,,,,,
0,purplethroated-sunangel,,,,,,,,,,,,,,https://animalia.bio/purplethroated-sunangel/,,,,,,,,,,,,,,
0,purplethroated-sunbird,,,,,,,,,,,,,,https://animalia.bio/purplethroated-sunbird/,,,,,,,,,,,,,,
0,purplethroated-woodstar,,,,,,,,,,,,,,https://animalia.bio/purplethroated-woodstar/,,,,,,,,,,,,,,
0,purplewinged-ground-dove,,,,,,,,,,,,,,https://animalia.bio/purplewinged-ground-dove/,,,,,,,,,,,,,,
0,purplewinged-roller,,,,,,,,,,,,,,https://animalia.bio/purplewinged-roller/,,,,,,,,,,,,,,
0,purplish-jacamar,Animalia,Chordata,Aves,Piciformes,Galbulidae,Galbula,Galbula chalcothorax,South America,"Ecuador,","Freshwater,Forest,Wetlands,Woodland",,,"https://en.wikipedia.org/wiki/Purplish_jacamar,https://www.iucnredlist.org/species/22682215/92935593,https://xeno-canto.org/624772",https://animalia.bio/purplish-jacamar/,,,,,,,,,,,,,,
0,purplish-jay,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax cyanomelas,South America,"Argentina,","Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Purplish_jay,https://www.iucnredlist.org/species/22705705/130379158,https://xeno-canto.org/707633",https://animalia.bio/purplish-jay/,,,,,,,,,,,,,,
0,purplishbacked-jay,,,,,,,,,,,,,,https://animalia.bio/purplishbacked-jay/,,,,,,,,,,,,,,
0,purplishbacked-quaildove,,,,,,,,,,,,,,https://animalia.bio/purplishbacked-quaildove/,,,,,,,,,,,,,,
0,purplishmantled-tanager,,,,,,,,,,,,,,https://animalia.bio/purplishmantled-tanager/,,,,,,,,,,,,,,
0,purus-jacamar,Animalia,Chordata,Aves,Piciformes,Galbulidae,Galbalcyrhynchus,Galbalcyrhynchus purusianus,South America,"Bolivia,","Freshwater,Anthropogenic biome,Forest,Wetlands","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Purus_jacamar,https://www.iucnredlist.org/species/22682170/130076817,https://xeno-canto.org/685699",https://animalia.bio/purus-jacamar/,,,,,,,,,,,,,,
0,puvels-illadopsis,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Illadopsis,Illadopsis puveli,Africa,"Benin,","Forest,Savanna,Shrubland,Rainforest",,,"https://en.wikipedia.org/wiki/Puvel's_illadopsis,https://www.iucnredlist.org/species/22715906/132109227,https://xeno-canto.org/689887",https://animalia.bio/puvels-illadopsis/,,,,,,,,,,,,,,
0,pycrofts-petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma pycrofti,North America,"United States,","Forest,Neritic zone,Oceanic pelagic zone,Shrubland,Marine,Mountains",,,"https://en.wikipedia.org/wiki/Pycroft's_petrel,https://www.iucnredlist.org/species/22697984/132616888",https://animalia.bio/pycrofts-petrel/,New Zealand,,,,,,,,,,,,,
0,pygmy-antwren,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula brachyura,South America,"Ecuador,","Anthropogenic biome,Forest,Wetlands,Swamp",,,"https://en.wikipedia.org/wiki/Pygmy_antwren,https://www.iucnredlist.org/species/22733626/95060732,https://xeno-canto.org/693711",https://animalia.bio/pygmy-antwren/,"Bolivia,",,,,,,,,,,,,,
0,pygmy-batis,Animalia,Chordata,Aves,Passeriformes,Platysteiridae,Batis,Batis perkeo,Africa,"Ethiopia,","Savanna,Shrubland,Forest,Grassland",,,"https://en.wikipedia.org/wiki/Pygmy_batis,https://www.iucnredlist.org/species/22707897/94141057,https://xeno-canto.org/591577",https://animalia.bio/pygmy-batis/,,,,,,,,,,,,,,
0,pygmy-bushtit,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltria,Aegithalos exilis,Asia,Indonesia,"Anthropogenic biome,Forest,Agricultural,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Pygmy_bushtit,https://www.iucnredlist.org/species/22712032/94316107,https://xeno-canto.org/227866",https://animalia.bio/pygmy-bushtit/,,,,,,,,,,,,,,
0,pygmy-cormorant,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,Microcarbo pygmaeus,"Europe,",Asia,"Freshwater,Forest,Shrubland,Wetlands,Coastal,Anthropogenic biome,Marine,Estuaries,Woodland,Mountains","Terrestrial, ,Congregatory, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Pygmy_cormorant,https://www.iucnredlist.org/species/22696734/155598552,https://xeno-canto.org/671544",https://animalia.bio/pygmy-cormorant/,"Spain,",,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,pygmy-cuckooshrike,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Celebesica,Celebesica abbotti,Asia,Indonesia,"Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Pygmy_cuckooshrike,https://www.iucnredlist.org/species/22706532/94075363,https://xeno-canto.org/452158",https://animalia.bio/pygmy-cuckooshrike/,,,,,,,,,,,,,,
0,pygmy-cupwing,Animalia,Chordata,Aves,Passeriformes,Pnoepygidae,Pnoepyga,Pnoepyga pusilla,Asia,"China,","Forest,Mountains","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Pygmy_cupwing,https://www.iucnredlist.org/species/22716108/94481157,https://xeno-canto.org/706119",https://animalia.bio/pygmy-cupwing/,,,,,,,,,,,,,,
0,pygmy-eagle,,,,,,,,,,,,,,https://animalia.bio/pygmy-eagle/,,,,,,,,,,,,,,
0,pygmy-falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Polihierax,Polihierax semitorquatus,Africa,"South Africa,","Forest,Grassland,Shrubland,Savanna","Arboreal, ,Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pygmy_falcon,https://www.iucnredlist.org/species/22696313/93554647,https://xeno-canto.org/292042",https://animalia.bio/pygmy-falcon/,,,,,,,,,,,,,,
0,pygmy-flowerpecker,Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum pygmaeum,Asia,Philippines,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Pygmy_flowerpecker,https://www.iucnredlist.org/species/22717531/94537956,https://xeno-canto.org/622346",https://animalia.bio/pygmy-flowerpecker/,,,,,,,,,,,,,,
0,pygmy-flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula hodgsoni,Asia,"China,","Forest,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Pygmy_flycatcher,https://www.iucnredlist.org/species/22709591/181847912",https://animalia.bio/pygmy-flycatcher/,,,,,,,,,,,,,,
0,pygmy-hanging-parrot,,,,,,,,,,,,,,https://animalia.bio/pygmy-hanging-parrot/,,,,,,,,,,,,,,
0,pygmy-longbill,Animalia,Chordata,Aves,Passeriformes,Melanocharitidae,Oedistoma,Oedistoma pygmaeum,Asia,"Papua New Guinea,","Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pygmy_longbill,https://www.iucnredlist.org/species/22718162/118816113",https://animalia.bio/pygmy-longbill/,,,,,,,,,,,,,,
0,pygmy-lorikeet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna wilhelminae,Asia,"Papua New Guinea,","Forest,Savanna,Mountains,Montane forest","Terrestrial, ,Nomadic, ,Oviparous, ,Arboreal",,"https://en.wikipedia.org/wiki/Pygmy_lorikeet,https://www.iucnredlist.org/species/22684680/93041395",https://animalia.bio/pygmy-lorikeet/,,,,,,,,,,,,,,
0,pygmy-nightjar,,,,,,,,,,,,,,https://animalia.bio/pygmy-nightjar/,,,,,,,,,,,,,,
0,pygmy-nuthatch,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta pygmaea,North America,"Mexico,","Forest,Mountains","Zoochory, ,Territorial, ,Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pygmy_nuthatch,https://www.iucnredlist.org/species/22711170/94282038,https://xeno-canto.org/702566",https://animalia.bio/pygmy-nuthatch/,,,,,,,,,,,,,,
0,pygmy-palm-swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachornis,Tachornis furcata,South America,"Colombia,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Pygmy_palm_swift,https://www.iucnredlist.org/species/22686747/130110003",https://animalia.bio/pygmy-palm-swift/,,,,,,,,,,,,,,
0,pygmy-sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Hedydipna,Hedydipna platura,Africa,"Benin,","Anthropogenic biome,Savanna,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pygmy_sunbird,https://www.iucnredlist.org/species/22717672/131977543,https://xeno-canto.org/618242",https://animalia.bio/pygmy-sunbird/,,,,,,,,,,,,,,
0,pygmy-swiftlet,Animalia,Chordata,Aves,Apodiformes,Apodidae,Collocalia,Collocalia troglodytes,Asia,Philippines,"Freshwater,Forest,Wetlands,Caves and Subterranean Habitats","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pygmy_swiftlet,https://www.iucnredlist.org/species/22686504/130107820,https://xeno-canto.org/445388",https://animalia.bio/pygmy-swiftlet/,,,,,,,,,,,,,,
0,pygmy-whiteeye,,,,,,,,,,,,,,https://animalia.bio/pygmy-whiteeye/,,,,,,,,,,,,,,
0,pyrrhuloxia,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis sinuatus,North America,"Mexico,","Forest,Shrubland,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Pyrrhuloxia,https://www.iucnredlist.org/species/22723825/94835938,https://xeno-canto.org/703918",https://animalia.bio/pyrrhuloxia/,,,,,,,,,,,,,,
0,quailfinch,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Ortygospiza,Ortygospiza atricollis,Africa,"Equatorial Guinea,","Freshwater,Anthropogenic biome,Grassland,Wetlands","Terrestrial, ,Nomadic, ,Oviparous",,"https://en.wikipedia.org/wiki/Quailfinch,https://www.iucnredlist.org/species/22735955/132187196,https://xeno-canto.org/609887",https://animalia.bio/quailfinch/,"South Africa,",,,,,,,,,,,,,
0,quailfinch-indigobird,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua nigeriae,Africa,"Cameroon,","Anthropogenic biome,Grassland",,,"https://en.wikipedia.org/wiki/Quailfinch_indigobird,https://www.iucnredlist.org/species/22732839/132181160",https://animalia.bio/quailfinch-indigobird/,,,,,,,,,,,,,,
0,quailplover,,,,,,,,,,,,,,https://animalia.bio/quailplover/,,,,,,,,,,,,,,
0,quebracho-crested-tinamou,Animalia,Chordata,Aves,Struthioniformes,Tinamidae,Eudromia,Eudromia formosa,South America,"Argentina,","Forest,Savanna,Woodland,Shrubland",,,"https://en.wikipedia.org/wiki/Quebracho_crested_tinamou,https://www.iucnredlist.org/species/22678294/92766095,https://xeno-canto.org/273040",https://animalia.bio/quebracho-crested-tinamou/,,,,,,,,,,,,,,
0,rachels-malimbe,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Malimbus,Malimbus racheliae,Africa,"Equatorial Guinea,","Freshwater,Forest",,,"https://en.wikipedia.org/wiki/Rachel's_malimbe,https://www.iucnredlist.org/species/22719083/94610123",https://animalia.bio/rachels-malimbe/,,,,,,,,,,,,,,
0,rackettailed-coquette,,,,,,,,,,,,,,https://animalia.bio/rackettailed-coquette/,,,,,,,,,,,,,,
0,rackettailed-roller,,,,,,,,,,,,,,https://animalia.bio/rackettailed-roller/,,,,,,,,,,,,,,
0,rackettailed-treepie,,,,,,,,,,,,,,https://animalia.bio/rackettailed-treepie/,,,,,,,,,,,,,,
0,raddes-accentor,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella ocularis,Asia,"India,","Grassland,Shrubland,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Radde's_accentor,https://www.iucnredlist.org/species/105986083/132202942,https://xeno-canto.org/698025",https://animalia.bio/raddes-accentor/,,,,,,,,,,,,,,
0,raddes-warbler,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus schwarzi,Asia,"China,","Freshwater,Forest,Grassland,Shrubland,Wetlands,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Radde's_warbler,https://www.iucnredlist.org/species/22715284/94447312,https://xeno-canto.org/486732",https://animalia.bio/raddes-warbler/,,,,,,,,,,,,,,
0,radjah-shelduck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Radjah,Radjah radjah,Asia,"Australia,","Freshwater,Forest,Grassland,Intertidal zone,Neritic zone,Wetlands,Marine,Mangrove,Swamp","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Waterfowl",Not a migrant,"https://en.wikipedia.org/wiki/Radjah_shelduck,https://www.iucnredlist.org/species/22680029/92839434,https://xeno-canto.org/694537",https://animalia.bio/radjah-shelduck/,,,,,,,,,,,,,,
0,raffless-malkoha,,,,,,,,,,,,,,https://animalia.bio/raffless-malkoha/,,,,,,,,,,,,,,
0,raggiana-birdofparadise,,,,,,,,,,,,,,https://animalia.bio/raggiana-birdofparadise/,,,,,,,,,,,,,,
0,raiatea-parakeet,,,,,,,,,,,,,,https://animalia.bio/raiatea-parakeet/,,,,,,,,,,,,,,
0,railbabbler,,,,,,,,,,,,,,https://animalia.bio/railbabbler/,,,,,,,,,,,,,,
0,raimondis-yellow-finch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis raimondii,South America,Peru,"Rocky areas,Shrubland",,,"https://en.wikipedia.org/wiki/Raimondi's_yellow_finch,https://www.iucnredlist.org/species/22723362/94813342,https://xeno-canto.org/348845",https://animalia.bio/raimondis-yellow-finch/,,,,,,,,,,,,,,
0,rain-quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix coromandelica,Asia,"India,","Mountains,Grassland,Anthropogenic biome,Shrubland","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Rain_quail,https://www.iucnredlist.org/species/22678958/92795981,https://xeno-canto.org/670157",https://animalia.bio/rain-quail/,,,,,,,,,,,,,,
0,rainbow-beeeater,,,,,,,,,,,,,,https://animalia.bio/rainbow-beeeater/,,,,,,,,,,,,,,
0,rainbow-lorikeet,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus moluccanus,Oceania,Australia,"Tropical moist forests,Mangrove,Urban wildlife,Wetlands,Shrubland,Anthropogenic biome,Forest,Agricultural,Rainforest,Woodland,Montane forest,Bog,Marsh,Swamp","Arboreal, ,Altricial, ,Terrestrial, ,Nomadic, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Rainbow_lorikeet,https://www.iucnredlist.org/species/22725334/95228767,https://xeno-canto.org/647333",https://animalia.bio/rainbow-lorikeet/,,,"flock, company, pandemonium",,,,,,,,,,,
0,rainbow-pitta,Animalia,Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta iris,,Australia,"Anthropogenic biome,Forest,Shrubland,Agricultural,Mangrove","Terrestrial, ,Oviparous, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/Rainbow_pitta,https://www.iucnredlist.org/species/22698697/93698375,https://xeno-canto.org/692323",https://animalia.bio/rainbow-pitta/,,,,,,,,,,,,,,
0,rainbow-starfrontlet,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Coeligena,Coeligena iris,South America,"Ecuador,","Anthropogenic biome,Forest,Shrubland,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Rainbow_starfrontlet,https://www.iucnredlist.org/species/22687847/93171776,https://xeno-canto.org/467598",https://animalia.bio/rainbow-starfrontlet/,,,,,,,,,,,,,,
0,rainbowbearded-thornbill,,,,,,,,,,,,,,https://animalia.bio/rainbowbearded-thornbill/,,,,,,,,,,,,,,
0,rainforest-scops-owl,,,,,,,,,,,,,,https://animalia.bio/rainforest-scops-owl/,,,,,,,,,,,,,,
0,raja-ampat-pitohui,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Pitohui,Pitohui cerviniventris,Asia,Indonesia,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Raja_Ampat_pitohui,https://www.iucnredlist.org/species/103691606/112512830,https://xeno-canto.org/499605",https://animalia.bio/raja-ampat-pitohui/,,,,,,,,,,,,,,
0,rajah-scops-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus brookii,Asia,Indonesia,"Forest,Mountains,Montane forest","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Rajah_scops_owl,https://www.iucnredlist.org/species/22688703/130155259",https://animalia.bio/rajah-scops-owl/,,,,,,,,,,,,,,
0,rands-warbler,Animalia,Chordata,Aves,Passeriformes,Bernieridae,Randia,Randia pseudozosterops,Africa,Madagascar,Forest,,,"https://en.wikipedia.org/wiki/Rand's_warbler,https://www.iucnredlist.org/species/22715078/118746359,https://xeno-canto.org/294164",https://animalia.bio/rands-warbler/,,,,,,,,,,,,,,
0,ranongga-whiteeye,,,,,,,,,,,,,,https://animalia.bio/ranongga-whiteeye/,,,,,,,,,,,,,,
